name,lat,lon,country
Public Health England,53.9438362121582,-2.55056309700012,United Kingdom
Aston Triangle,52.4866523742676,-1.89094698429108,United Kingdom
Kyoto University,36.6533355712891,137.981689453125,Japan
University of Tokushima,36.6533355712891,137.981689453125,Japan
Seoul National University,36.4511566162109,127.861145019531,South Korea
Utrecht University,52.2457656860352,5.56521511077881,Netherlands
ENVT,46.6218414306641,2.45194792747498,France
Saar-land University Medical Center,49.2548904418945,7.03822994232178,Germany
Chinese Academy of Agricultural Sciences,36.5631141662598,103.735809326172,China
University of Tennessee Health Science Center,39.4959106445312,-98.9899826049805,United States
Helmholtz Centre for Infection Research,51.1218070983887,10.4006948471069,Germany
University of Lausanne,46.8002090454102,8.22919178009033,Switzerland
Erasmus Medical Center,52.2457656860352,5.56521511077881,Netherlands
German Primate Center,51.1218070983887,10.4006948471069,Germany
University of Nebraska-Lincoln,40.83165,-96.66124,United States
National University Health System,1.29595712895848,103.780396785789,Singapore
University of Minnesota,44.9807395935059,-93.1803131103516,United States
New York Blood Center,40.7644157409668,-73.9636611938477,United States
University of Iowa,41.6625213623047,-91.536506652832,United States
Carolina University,35.6107330322266,-77.3802261352539,United States
University of Iowa Carver College of Medicine,41.6583709716797,-91.5457534790039,United States
VIB,51.1090049743652,3.78710699081421,Belgium
The Scripps Research Institute,32.8688850402832,-117.24870300293,United States
Unité des Interactions Bactéries-Cellules,48.8417320251465,2.29697489738464,France
Berlin Institute of Health (BIH),51.1218070983887,10.4006948471069,Germany
University of Freiburg,51.1218070983887,10.4006948471069,Germany
University of Florida,39.4959106445312,-98.9899826049805,United States
Aerosol Dynamics Inc,39.4959106445312,-98.9899826049805,United States
Colorado State University,39.4959106445312,-98.9899826049805,United States
Ministry of Health of Uganda,1.27727496623993,32.3897018432617,Uganda
Ministry of Health,1.27727496623993,32.3897018432617,Uganda
Uganda Public Health Fellowship Program and Makerere University School of Public Health,1.27727496623993,32.3897018432617,Uganda
Binzhou Medical University,36.5631141662598,103.735809326172,China
Chinese Academy of Inspection and Quarantine,36.5631141662598,103.735809326172,China
Chinese Academy of Sciences,36.5631141662598,103.735809326172,China
Beijing Inspection and Quarantine Testing Center,36.5631141662598,103.735809326172,China
Shandong Academy of Medical Sciences,36.5631141662598,103.735809326172,China
National Institutes of Health,39.4959106445312,-98.9899826049805,United States
Blood Systems Research Institute,39.4959106445312,-98.9899826049805,United States
China Agricultural University,36.5631141662598,103.735809326172,China
University of Iowa,41.6583709716797,-91.5457534790039,United States
Second Military Medical University,36.5631141662598,103.735809326172,China
University of Maryland Baltimore County,39.253721,-76.714328,United States
University of Maryland School of Medicine,39.2965888977051,-76.6240386962891,United States
University of Texas Medical Branch,39.4959106445312,-98.9899826049805,United States
University of Illinois at Urbana-Champaign,40.087165,-88.219105,United States
University of Illinois at Urbana-Champaign,40.1095352172852,-88.2117385864258,United States
"Vets Plus, Inc",44.8469429016113,-91.9323883056641,United States
Murray State University,36.864128112793,-87.4894027709961,United States
Centre International de Recherches Mé dicales de Franceville (CIRMF),-0.623825013637543,11.781533241272,Gabon
University of Bonn,51.1218070983887,10.4006948471069,Germany
UPR AGIRs,46.6218414306641,2.45194792747498,France
Weizmann Institute of Science,31,35,Israel
Ministry of Health,31,35,Israel
Dalian University of Technology,36.5631141662598,103.735809326172,China
China Academy of Building Research,36.5631141662598,103.735809326172,China
Syracuse University,39.4959106445312,-98.9899826049805,United States
University of Malaya,3.60545492172241,114.710678100586,Malaysia
Multimedia University,3.60545492172241,114.710678100586,Malaysia
University of Malaya,40.9437103271484,40.2619209289551,Turkey
University of Toronto,62.5360412597656,-96.3883514404297,Canada
University Hospital of Zurich,46.8002090454102,8.22919178009033,Switzerland
Tehran University of Medical Sciences,32.5642623901367,54.3036727905273,Iran
Ministry of Health and Medical Education,32.5642623901367,54.3036727905273,Iran
Pasteur Institute of Iran,32.5642623901367,54.3036727905273,Iran
Emory University,39.4959106445312,-98.9899826049805,United States
Emory University,33.789680480957,-84.3255462646484,United States
Emory University School of Medicine,39.4959106445312,-98.9899826049805,United States
Key Laboratory for Transfusion-Transmitted Diseases of Sichuan Province,36.5631141662598,103.735809326172,China
University of São Paulo,-23.5678005218506,-46.7402954101562,Brazil
Huazhong Agricultural University,36.5631141662598,103.735809326172,China
Kyungpook National University,36.4511566162109,127.861145019531,South Korea
The University of Hong Kong,36.5631141662598,103.735809326172,China
The George Washington University,40.4204415514557,-80.5623360769122,United States
Walter Reed Army Institute of Research,39.00432,-77.05419,United States
Armed Forces Research Institute of Medical Sciences,15.130690574646,101.01782989502,Thailand
University of New South Wales,-25.5789356231689,134.359725952148,Australia
The University of Western Australia,-25.5789356231689,134.359725952148,Australia
Johns Hopkins Bloomberg School of Public Health,39.4959106445312,-98.9899826049805,United States
University of Exeter,50.17146,-5.12662,United Kingdom
Universidade Federal de Santa Catarina,-10.7753753662109,-53.0693168640137,Brazil
Universidade Federal do Rio de Janeiro,-10.7753753662109,-53.0693168640137,Brazil
FCEN-University of Buenos Aires,-35.1812324523926,-65.0939559936523,Argentina
Sun Yat-sen University,36.5631141662598,103.735809326172,China
Istituto Superiore di Sanità,43.5290298461914,12.1621837615967,Italy
Jewish General Hospital,45.4977188110352,-73.62841796875,Canada
St Mary's Medical School,53.9438362121582,-2.55056309700012,United Kingdom
Imperial College,53.9438362121582,-2.55056309700012,United Kingdom
Hong Kong Special Administrative Region,36.5631141662598,103.735809326172,China
Mahidol University,15.130690574646,101.01782989502,Thailand
St. Jude Children's Research Hospital,39.4959106445312,-98.9899826049805,United States
Queen's University Belfast,54.5855941772461,-5.94261121749878,United Kingdom
Chinese Academy of Sciences,36.5631141662598,103.735809326172,China
University of Chinese Academy of Sciences,36.5631141662598,103.735809326172,China
University of Vermont,44.4745674133301,-73.1946716308594,United States
Tianjin University,36.5631141662598,103.735809326172,China
Tianjin University of Traditional Chinese Medicine,36.5631141662598,103.735809326172,China
University of Kansas,39.0573081970215,-94.6085815429688,United States
University of Mosul,33.0453872680664,43.7755508422852,Iraq
Australian National University,-25.5789356231689,134.359725952148,Australia
Australian National University Medical School,-25.5789356231689,134.359725952148,Australia
Jiao Tong University,36.5631141662598,103.735809326172,China
Nanyang Technological University,1.35636603832245,103.808372497559,Singapore
UNICEF,39.4959106445312,-98.9899826049805,United States
University of Oxford,55.9444046020508,-3.19030594825745,United Kingdom
Hangzhou Dianzi University,36.5631141662598,103.735809326172,China
"ERI, Gyeongsang National University",36.4511566162109,127.861145019531,South Korea
Wuhan University,36.5631141662598,103.735809326172,China
Harbin Medical University,36.5631141662598,103.735809326172,China
Tung Wah College,39.0155647493799,-83.5634918084015,United States
Washington University School of Medicine,38.637943,-90.264975,United States
Washington University School of Medicine,38.635345,-90.262757,United States
Royal Children's Hospital,-25.5789356231689,134.359725952148,Australia
University of Barcelona,41.38535,2.11703,Spain
University of Pittsburgh,40.446129,-79.953132,United States
Nanyang Technological University,1.34465868581467,103.678921438483,Singapore
University of Minnesota,44.98114,-93.18345,United States
Chang Gung University,23.7489929199219,120.971282958984,Taiwan
Tufts University School of Medicine,42.3508987426758,-71.0606918334961,United States
Sunnybrook Health Sciences Centre,43.72149,-79.37881,Canada
University of Toronto,43.66082,-79.38781,Canada
University of Wisconsin-Madison,43.0670013427734,-89.4000015258789,United States
Third Military Medical University,36.5631141662598,103.735809326172,China
Yanbian University,36.5631141662598,103.735809326172,China
Huazhong University of Science and Technology,36.5631141662598,103.735809326172,China
National Institutes of Health,39.0048141479492,-77.0975341796875,United States
Guangdong Institute of Applied Biological Resources,36.5631141662598,103.735809326172,China
Royal Veterinary College,53.9438362121582,-2.55056309700012,United Kingdom
National Institute for Animal Sciences,16.1676921844482,107.839050292969,Vietnam
University of North Carolina-Chapel Hill,34.39375,-87.11915,United States
National Institutes of Health,39.43964833,-77.42221833,United States
National Institutes of Health,39.0048446655273,-77.097541809082,United States
Frederick National Laboratory for Cancer Research,39.4248390197754,-77.4531936645508,United States
St Vincent's Hospital,-37.8077,144.97456,Australia
St Vincent's Hospital,-25.5789356231689,134.359725952148,Australia
University of St,53.9438362121582,-2.55056309700012,United Kingdom
Vanderbilt University Medical School,36.1443557739258,-86.8038177490234,United States
Vanderbilt University,36.1443557739258,-86.8038177490234,United States
The University of Texas Health Science Center at Houston,29.7084045410156,-95.4020080566406,United States
Northwest University,36.5631141662598,103.735809326172,China
Pusan National University,36.4511566162109,127.861145019531,South Korea
Seoul National University,36.4511566162109,127.861145019531,South Korea
Pukyong National University,36.4511566162109,127.861145019531,South Korea
National Fisheries Research and Development Institute,36.4511566162109,127.861145019531,South Korea
Theragen ETEX Bio Institute,36.4511566162109,127.861145019531,South Korea
Kosin University College of Medicine,36.4511566162109,127.861145019531,South Korea
Dongeui University,36.4511566162109,127.861145019531,South Korea
Gyeongsang National University,43.1560516357422,-88.3705368041992,United States
Jiangxi Agricultural University,36.5631141662598,103.735809326172,China
Ontario Syndromic Surveillance Project,62.5360412597656,-96.3883514404297,Canada
National Chung Hsing University,24.1200904846191,120.670677185059,Taiwan
University of Bari,40.9216270446777,16.9507007598877,Italy
University of North Carolina at Chapel Hill,63.103084564209,11.3063287734985,Norway
China Pharmaceutical University,36.5631141662598,103.735809326172,China
Mayo Clinic,53.9260635375977,-9.3884744644165,Ireland
Mayo Clinic,39.4959106445312,-98.9899826049805,United States
Embrapa Swine and Poultry,-10.7753753662109,-53.0693168640137,Brazil
Universidade Estadual Paulista-UNESP,-10.7753753662109,-53.0693168640137,Brazil
University of California,39.4959106445312,-98.9899826049805,United States
Dinabandhu Andrews College,22.4931182861328,79.7270126342773,India
Indian Statistical Institute,22.4931182861328,79.7270126342773,India
Barcelona Institute for Global Health,40.3876953125,-3.55738997459412,Spain
Singapore Immunology Network,1.29041004180908,103.852111816406,Singapore
Communicable Disease Centre,47.4847412109375,1.68438005447388,France
Environmental Health Institute,35.7868995666504,-93.9436416625977,United States
DSO National Laboratories,46.9460830688477,7.43722105026245,Switzerland
Institut universitaire de cardiologie et de pneumologie de Québec-Université Laval,62.5360412597656,-96.3883514404297,Canada
Université Laval,62.5360412597656,-96.3883514404297,Canada
GD Animal Health,52.2457656860352,5.56521511077881,Netherlands
University of Thessaly,39.63719,22.41794,Greece
University of California at Davis,38.5595474243164,-121.792823791504,United States
Mawlana Bhashani Science and Technology University,23.8048839569092,90.2792129516602,Bangladesh
Khulna University,23.8048839569092,90.2792129516602,Bangladesh
University of Dhaka,23.8048839569092,90.2792129516602,Bangladesh
University of Copenhagen,56.2622756958008,9.3363561630249,Denmark
University of Bristol,53.9438362121582,-2.55056309700012,United Kingdom
University of Glasgow,53.9438362121582,-2.55056309700012,United Kingdom
Cambridge University,53.9438362121582,-2.55056309700012,United Kingdom
Cambridge University,52.2008,0.12173,United Kingdom
Julius-Maximilians-University,49.78174,9.96677,Germany
Dankook University,36.4511566162109,127.861145019531,South Korea
Yonsei University,36.4511566162109,127.861145019531,South Korea
Catholic University of Korea,36.4511566162109,127.861145019531,South Korea
Korea University College of Medicine,36.4511566162109,127.861145019531,South Korea
Eulji University,36.4511566162109,127.861145019531,South Korea
Sichuan Academy of Forestry,36.5631141662598,103.735809326172,China
Chinese Academy of Sciences,36.5631141662598,103.735809326172,China
Royal Ontario Museum,43.6678695678711,-79.3938293457031,Canada
Sichuan Normal University,36.5631141662598,103.735809326172,China
China Agricultural University,36.5631141662598,103.735809326172,China
University of Vermont,39.4959106445312,-98.9899826049805,United States
University of Vermont,44.4754409790039,-73.2006301879883,United States
National Yang-Ming University,25.1365947723389,121.518745422363,Taiwan
Chang-Gung Memorial Hospital,25.1411209106445,121.706726074219,Taiwan
Cornell University,42.4310340881348,-76.506950378418,United States
Université Paris-Est,46.6218414306641,2.45194792747498,France
Institut Pasteur,46.6218414306641,2.45194792747498,France
Université de Montpellier,46.6218414306641,2.45194792747498,France
Yangzhou University,36.5631141662598,103.735809326172,China
Swedish University of Agricultural Sciences,62.8217849731445,16.7353801727295,Sweden
Helmholtz-Zentrum,50.8358001708984,12.9225702285767,Germany
Ludwig-Maximilians-Universität,51.1218070983887,10.4006948471069,Germany
Illinois Institute of Technology,39.4959106445312,-98.9899826049805,United States
Apartado Postal,23.9406108856201,-102.52513885498,Mexico
Instituto Nacional de Enfermedades Respiratorias Ismael Cosio Villegas,22.3358345031738,-102.292419433594,Mexico
Instituto Nacional de Enfermedades Respiratorias Ismael Cosio Villegas,46.6218414306641,2.45194792747498,France
Instituto Politécnico Nacional,19.4971599578857,-99.1421585083008,Mexico
SUNY Upstate Medical University,41.7278709411621,44.764778137207,Georgia
University of Western Sydney,-25.5789356231689,134.359725952148,Australia
Kyung Hee University college of Medicine,36.4511566162109,127.861145019531,South Korea
Hallym University college of Medicine,36.4511566162109,127.861145019531,South Korea
Armed forces capital Hospital,36.4511566162109,127.861145019531,South Korea
Karolinska University Hospital,62.8217849731445,16.7353801727295,Sweden
USP,-10.7753753662109,-53.0693168640137,Brazil
UNESP,-10.7753753662109,-53.0693168640137,Brazil
Federal Institute of Education,51.5242004394531,-0.128830000758171,United Kingdom
Scientific Institute IRCCS E.MEDEA,43.5290298461914,12.1621837615967,Italy
Academy of Military Medical Sciences,36.5631141662598,103.735809326172,China
477 Hospital of PLA,36.5631141662598,103.735809326172,China
Seoul National University,36.4511566162109,127.861145019531,South Korea
Rural Development Administration,36.4511566162109,127.861145019531,South Korea
McGill University,45.50679,-73.57758,Canada
Université de Montpellier,43.6356,3.84477,France
École Nationale Supérieure de Lyon,45.77909,4.87507,France
University of Kentucky,39.4959106445312,-98.9899826049805,United States
University of South Florida,28.0545616149902,-82.4129943847656,United States
University of California,39.4959106445312,-98.9899826049805,United States
Nippon Veterinary and Life Science University,36.6533355712891,137.981689453125,Japan
University of Tokyo,36.6533355712891,137.981689453125,Japan
National Institute of Infectious Diseases,36.6533355712891,137.981689453125,Japan
Chang Gung Memorial Hospital,23.7489929199219,120.971282958984,Taiwan
Leiden University Medical Center,52.2457656860352,5.56521511077881,Netherlands
Erasmus MC,52.2457656860352,5.56521511077881,Netherlands
University of Buenos Aires,-35.1812324523926,-65.0939559936523,Argentina
niigata University School of Medicine,36.6533355712891,137.981689453125,Japan
niigata University,36.6533355712891,137.981689453125,Japan
Shimadzu corporation,36.6533355712891,137.981689453125,Japan
Osaka University,36.6533355712891,137.981689453125,Japan
Heilongjiang University of Chinese Medicine,36.5631141662598,103.735809326172,China
Huazhong Agricultural University,36.5631141662598,103.735809326172,China
University of Aveiro,39.6799087524414,-7.96866512298584,Portugal
The University of Newcastle,-25.5789356231689,134.359725952148,Australia
Humboldt University,52.5173797607422,13.3937997817993,Germany
Julius Maximilian University,51.1218070983887,10.4006948471069,Germany
Toho University School of Medicine,36.6533355712891,137.981689453125,Japan
National Institute of Infectious Diseases,36.6533355712891,137.981689453125,Japan
University of Heidelberg,51.1218070983887,10.4006948471069,Germany
Universität Witten/Herdecke,51.1218070983887,10.4006948471069,Germany
Universität Witten/Herdecke mit Sitz in Köln,51.1218070983887,10.4006948471069,Germany
"Research and Development, Hologic Inc",39.4959106445312,-98.9899826049805,United States
CESPA,46.6218414306641,2.45194792747498,France
Harvard University,39.4959106445312,-98.9899826049805,United States
Irrua Specialist Teaching Hospital,40.54611,-74.2154,United States
Tulane University,39.4959106445312,-98.9899826049805,United States
Christian-Albrechts University,54.3386306762695,10.1229095458984,Germany
Leibniz Institute for Primate Research,51.1218070983887,10.4006948471069,Germany
University of Utah,40.7652282714844,-111.849472045898,United States
National Research Institute for Child Health and Development,36.6533355712891,137.981689453125,Japan
National Institutes of Health (NIH),39.4959106445312,-98.9899826049805,United States
Shahid Beheshti University of Medical Sciences,32.5642623901367,54.3036727905273,Iran
University for Health Sciences,17.6037999999546,44.2186849999489,Ø§Ù„Ø³Ø¹ÙˆØ¯ÙŠØ©
CSIC-UV-GV),40.3876953125,-3.55738997459412,Spain
Chinese Academy of Medical Sciences and Peking Union Medical College,36.5631141662598,103.735809326172,China
Hannover Medical School (MHH),51.1218070983887,10.4006948471069,Germany
University of Toronto,43.65908,-79.39274,Canada
University of Calgary,51.0664,-114.13627,Canada
Toronto Public Health,43.65656,-79.3793,Canada
Vanderbilt University Medical Center,36.1443557739258,-86.8038177490234,United States
Massachusetts General Hospital,42.3629837036133,-71.065071105957,United States
New York Methodist Hospital,40.6654434204102,-73.9794845581055,United States
University of Alabama,33.5080757141113,-86.8041763305664,United States
Beth,42.3452110290527,-71.0981521606445,United States
Chinese Academy of Sciences,36.5631141662598,103.735809326172,China
Peking University,36.5631141662598,103.735809326172,China
The University of Texas Health Science Center at San Antonio,29.5075397491455,-98.5695648193359,United States
China Medical University,24.1580696105957,120.684387207031,Taiwan
Asia University,23.7489929199219,120.971282958984,Taiwan
National Yang Ming University,25.1365947723389,121.518745422363,Taiwan
University of Liege,50.6470184326172,5.55804586410522,Belgium
"Infectious Diseases in Animals, Exotic and Particular Diseases",50.7903938293457,4.35991811752319,Belgium
Trakia University,42.3921775817871,25.6262397766113,Bulgaria
Russian Institute of Poultry Husbandry,56.2881088256836,38.190071105957,Russia
University of Arkansas,36.0638961791992,-94.1644515991211,United States
"French national public health agency, Regional unit (Cire) Océan Indien",-21.133186340332,55.5324440002441,Reunion
Centre Hospitalier Universitaire,46.6218414306641,2.45194792747498,France
State University of New York,42.690559387207,-73.8223037719727,United States
National Institutes for Food and Drug Control,36.5631141662598,103.735809326172,China
Beijing Institute of Radiation Medicine,36.5631141662598,103.735809326172,China
National Institute for Viral Disease Control and Prevention,36.5631141662598,103.735809326172,China
Technische Universität Braunschweig,52.27354,10.5303,Germany
Henan University of Science and Technology,36.5631141662598,103.735809326172,China
Bangabandhu Sheikh Mujib Medical University (BSMMU),41.7278709411621,44.764778137207,Georgia
Sylhet M. A.G. Osmani Medical College,24.8964900970459,91.8767623901367,Bangladesh
Universidad Tecnologica de Pereira,3.90665602684021,-73.0762023925781,Colombia
Jilin University,36.5631141662598,103.735809326172,China
Inner Mongolia University for Nationalities,36.5631141662598,103.735809326172,China
Norwegian School of Veterinary Science,64.2389297485352,13.9506225585938,Norway
Norwegian Veterinary Institute,64.2389297485352,13.9506225585938,Norway
Norwegian Pig Health Service,64.2389297485352,13.9506225585938,Norway
Chinese Academy of Medical Sciences,36.5631141662598,103.735809326172,China
Shijiazhuang Obstetrics and Gynecology Hospital,36.5631141662598,103.735809326172,China
Monash University,38.9987739776155,-105.078157782058,United States
University of Padova,45.40479,11.88597,Italy
Universidade Federal de Minas Gerais,-19.9233207702637,-43.9290504455566,Brazil
Embrapa Informática Agropecuária,-22.8180751800537,-47.0609512329102,Brazil
Guizhou Medical University,36.5631141662598,103.735809326172,China
Manchester Royal Infirmary,53.9438362121582,-2.55056309700012,United Kingdom
Southeast University,36.5631141662598,103.735809326172,China
University of Rajshahi,23.8048839569092,90.2792129516602,Bangladesh
University of Rajshahi,23.8048839569092,90.2792129516602,Bangladesh
Harvard Medical School,39.4959106445312,-98.9899826049805,United States
Harvard Medical School,42.3354797363281,-71.1043930053711,United States
Sichuan Agricultural University,36.5631141662598,103.735809326172,China
Korea University Medical College,36.4511566162109,127.861145019531,South Korea
Konkuk University,36.4511566162109,127.861145019531,South Korea
Lao PDR,18.495677947998,103.767715454102,Laos
MBDS Foundation,15.130690574646,101.01782989502,Thailand
University of California San Francisco,39.4959106445312,-98.9899826049805,United States
Norwegian University of Life Sciences,40.6830215454102,-76.2544097900391,United States
Swedish University of Agricultural Sciences,62.8217849731445,16.7353801727295,Sweden
Columbia University Medical Center,39.4959106445312,-98.9899826049805,United States
University of Pisa,43.71993,10.3935,Italy
University of Modena and Reggio Emilia,43.5290298461914,12.1621837615967,Italy
Federal State Budgetary Institution Research Institute for Complex Issues of Cardiovascular Diseases,55.3963584899902,86.1126022338867,Russia
Osaka Institute of Public Health,36.6533355712891,137.981689453125,Japan
Osaka City General Hospital,36.6533355712891,137.981689453125,Japan
Nakano Children's Hospital,36.6533355712891,137.981689453125,Japan
Osaka Police Hospital,36.6533355712891,137.981689453125,Japan
Aizenbashi Hospital,36.6533355712891,137.981689453125,Japan
Asai Children's Clinic,36.6533355712891,137.981689453125,Japan
Hanoi Medical University,16.1676921844482,107.839050292969,Vietnam
Monash University Malaysia,3.60545492172241,114.710678100586,Malaysia
National Institute of Public Health,12.7109823226929,104.917037963867,Cambodia
Ministry of Health,16.1676921844482,107.839050292969,Vietnam
Chulalongkorn University,15.130690574646,101.01782989502,Thailand
Xi'an Jiaotong-Liverpool University,36.5631141662598,103.735809326172,China
Umeå University,62.8217849731445,16.7353801727295,Sweden
National University of Laos,18.495677947998,103.767715454102,Laos
University of Health Sciences,18.495677947998,103.767715454102,Laos
University of Technology Sydney,-33.8799819946289,151.198455810547,Australia
Bern and Mittelhäusern,46.8002090454102,8.22919178009033,Switzerland
Twincore Centre for Experimental and Clinical Infection Research,51.1218070983887,10.4006948471069,Germany
Ruhr-University Bochum,51.1218070983887,10.4006948471069,Germany
IIS-Fundació n Jiménez Díaz,40.3876953125,-3.55738997459412,Spain
Gregorio Marañ ó n Hospital,40.3876953125,-3.55738997459412,Spain
Shenzhen University,36.5631141662598,103.735809326172,China
City University of Hong Kong,22.3337936154897,114.179224932647,Hong Kong-China
Hospital Affiliated with Dalian Medical University,36.5631141662598,103.735809326172,China
Cornell University,42.4463500976562,-76.4826889038086,United States
Montana State University,39.4959106445312,-98.9899826049805,United States
Griffith University,-25.5789356231689,134.359725952148,Australia
USDA/APHIS/WS National Wildlife Research Center,39.4959106445312,-98.9899826049805,United States
University of Cambridge,53.9438362121582,-2.55056309700012,United Kingdom
Australian Animal Health Laboratory,-25.5789356231689,134.359725952148,Australia
Aalborg University Hospital,56.2622756958008,9.3363561630249,Denmark
Copenhagen University Hospital,56.2622756958008,9.3363561630249,Denmark
Aarhus University Hospital,56.2622756958008,9.3363561630249,Denmark
Universidade Federal de São Paulo,-10.7753753662109,-53.0693168640137,Brazil
Fourth Military Medical University,36.5631141662598,103.735809326172,China
Nanyang Technological Sciences,1.34465868581467,103.678921438483,Singapore
University of Pittsburgh Medical Center,40.4436416625977,-79.9632720947266,United States
University of Pittsburgh,40.4445037841797,-79.9828262329102,United States
Jinzhou Medical University,36.5631141662598,103.735809326172,China
